file,has_face,emotions_fit
crop_arr_test_1213.npy,0,0
crop_arr_test_1214.npy,0,0
crop_arr_test_1215.npy,1,1
crop_arr_test_1216.npy,0,0
crop_arr_test_1217.npy,0,0
crop_arr_test_1218.npy,0,0
crop_arr_test_1219.npy,0,0
crop_arr_test_122.npy,0,0
crop_arr_test_1220.npy,0,0
crop_arr_test_1221.npy,0,0
crop_arr_test_1222.npy,1,0
crop_arr_test_1223.npy,0,0
crop_arr_test_1224.npy,1,1
crop_arr_test_1225.npy,0,0
crop_arr_test_1226.npy,0,0
crop_arr_test_1227.npy,0,0
crop_arr_test_1228.npy,0,0
crop_arr_test_1229.npy,0,0
crop_arr_test_123.npy,0,0
crop_arr_test_1230.npy,0,0
crop_arr_test_1231.npy,0,0
crop_arr_test_1232.npy,0,0
crop_arr_test_1233.npy,0,0
crop_arr_test_1234.npy,0,0
crop_arr_test_1235.npy,1,0
crop_arr_test_1236.npy,0,0
crop_arr_test_1237.npy,0,0
crop_arr_test_1238.npy,0,0
crop_arr_test_1239.npy,0,0
crop_arr_test_124.npy,0,0
crop_arr_test_1240.npy,0,0
crop_arr_test_1241.npy,0,0
crop_arr_test_1242.npy,0,0
crop_arr_test_1243.npy,0,0
crop_arr_test_1244.npy,0,0
crop_arr_test_1245.npy,0,0
crop_arr_test_1246.npy,0,0
crop_arr_test_1247.npy,0,0
crop_arr_test_1248.npy,1,1
crop_arr_test_1249.npy,0,0
crop_arr_test_125.npy,0,0
crop_arr_test_1250.npy,0,0
crop_arr_test_1251.npy,1,1
crop_arr_test_1252.npy,0,1
crop_arr_test_1253.npy,1,0
crop_arr_test_1254.npy,0,0
crop_arr_test_1255.npy,0,0
crop_arr_test_1256.npy,0,0
crop_arr_test_1257.npy,0,0
crop_arr_test_1258.npy,0,0
crop_arr_test_1259.npy,0,0
crop_arr_test_126.npy,0,0
crop_arr_test_1260.npy,0,1
crop_arr_test_1261.npy,0,0
crop_arr_test_1262.npy,0,0
crop_arr_test_1263.npy,0,0
crop_arr_test_1264.npy,0,0
crop_arr_test_1265.npy,0,0
crop_arr_test_1266.npy,0,0
crop_arr_test_1267.npy,0,0
crop_arr_test_1268.npy,0,0
crop_arr_test_1269.npy,1,0
crop_arr_test_127.npy,0,0
crop_arr_test_1270.npy,1,1
crop_arr_test_1271.npy,1,1
crop_arr_test_1272.npy,0,1
crop_arr_test_1273.npy,0,0
crop_arr_test_1274.npy,0,0
crop_arr_test_1275.npy,0,0
crop_arr_test_1276.npy,0,0
crop_arr_test_1277.npy,0,0
crop_arr_test_1278.npy,0,0
crop_arr_test_1279.npy,0,1
crop_arr_test_128.npy,0,0
crop_arr_test_1280.npy,1,0
crop_arr_test_1281.npy,0,1
crop_arr_test_1282.npy,0,0
crop_arr_test_1283.npy,0,1
crop_arr_test_1284.npy,0,0
crop_arr_test_1285.npy,0,0
crop_arr_test_1286.npy,0,0
crop_arr_test_1287.npy,1,1
crop_arr_test_1288.npy,0,0
crop_arr_test_1289.npy,1,1
crop_arr_test_129.npy,0,0
crop_arr_test_1290.npy,0,0
crop_arr_test_1291.npy,0,0
crop_arr_test_1292.npy,0,0
crop_arr_test_1293.npy,0,0
crop_arr_test_1294.npy,0,0
crop_arr_test_1295.npy,0,0
crop_arr_test_1296.npy,0,0
crop_arr_test_1297.npy,0,0
crop_arr_test_1298.npy,0,0
crop_arr_test_1299.npy,0,0
crop_arr_test_13.npy,0,0
crop_arr_test_130.npy,0,0
crop_arr_test_1300.npy,0,0
crop_arr_test_1301.npy,0,0
crop_arr_test_1302.npy,0,0
crop_arr_test_1303.npy,0,0
crop_arr_test_1304.npy,0,0
crop_arr_test_1305.npy,0,0
crop_arr_test_1306.npy,0,0
crop_arr_test_1307.npy,0,0
crop_arr_test_1308.npy,0,0
crop_arr_test_1309.npy,0,0
crop_arr_test_131.npy,0,0
crop_arr_test_1310.npy,0,1
crop_arr_test_1311.npy,0,0
crop_arr_test_1312.npy,0,0
crop_arr_test_1313.npy,0,0
crop_arr_test_1314.npy,0,0
crop_arr_test_1315.npy,0,0
crop_arr_test_1316.npy,0,0
crop_arr_test_1317.npy,0,0
crop_arr_test_1318.npy,0,0
crop_arr_test_1319.npy,1,1
crop_arr_test_132.npy,0,0
crop_arr_test_1320.npy,0,0
crop_arr_test_1321.npy,0,0
crop_arr_test_1322.npy,0,0
crop_arr_test_1323.npy,0,0
crop_arr_test_1324.npy,0,0
crop_arr_test_1325.npy,0,0
crop_arr_test_1326.npy,0,0
crop_arr_test_1327.npy,1,1
crop_arr_test_1328.npy,0,0
crop_arr_test_1329.npy,0,0
crop_arr_test_133.npy,0,0
crop_arr_test_1330.npy,0,0
crop_arr_test_1331.npy,0,0
crop_arr_test_1332.npy,0,0
crop_arr_test_1333.npy,0,0
crop_arr_test_1334.npy,0,0
crop_arr_test_1335.npy,0,0
crop_arr_test_1336.npy,0,0
crop_arr_test_1337.npy,0,0
crop_arr_test_1338.npy,1,0
crop_arr_test_1339.npy,0,0
crop_arr_test_134.npy,0,0
crop_arr_test_1340.npy,1,0
crop_arr_test_1341.npy,0,0
crop_arr_test_1342.npy,1,0
crop_arr_test_1343.npy,0,0
crop_arr_test_1344.npy,0,1
crop_arr_test_1345.npy,0,0
crop_arr_test_1346.npy,1,1
crop_arr_test_1347.npy,0,1
crop_arr_test_1348.npy,1,1
crop_arr_test_1349.npy,1,0
crop_arr_test_135.npy,0,0
crop_arr_test_1350.npy,0,0
crop_arr_test_1351.npy,0,0
crop_arr_test_1352.npy,1,0
crop_arr_test_1353.npy,0,0
crop_arr_test_1354.npy,0,0
crop_arr_test_1355.npy,0,0
crop_arr_test_1356.npy,0,0
crop_arr_test_1357.npy,0,0
crop_arr_test_1358.npy,0,0
crop_arr_test_1359.npy,0,0
crop_arr_test_136.npy,0,0
crop_arr_test_1360.npy,0,0
crop_arr_test_1361.npy,0,0
crop_arr_test_1362.npy,0,0
crop_arr_test_1363.npy,0,0
crop_arr_test_1364.npy,0,0
crop_arr_test_1365.npy,0,0
crop_arr_test_1366.npy,0,0
crop_arr_test_1367.npy,0,0
crop_arr_test_1368.npy,0,0
crop_arr_test_1369.npy,0,0
crop_arr_test_137.npy,1,0
crop_arr_test_1370.npy,0,0
crop_arr_test_1371.npy,0,0
crop_arr_test_1372.npy,0,0
crop_arr_test_1373.npy,0,0
crop_arr_test_1374.npy,0,0
crop_arr_test_1375.npy,1,0
crop_arr_test_1376.npy,0,0
crop_arr_test_1377.npy,0,0
crop_arr_test_1378.npy,0,0
crop_arr_test_1379.npy,0,0
crop_arr_test_138.npy,0,0
crop_arr_test_1380.npy,0,0
crop_arr_test_1381.npy,0,0
crop_arr_test_1382.npy,1,0
crop_arr_test_1383.npy,0,0
crop_arr_test_1384.npy,0,1
crop_arr_test_1385.npy,0,0
crop_arr_test_1386.npy,0,0
crop_arr_test_1387.npy,0,0
crop_arr_test_1388.npy,0,0
crop_arr_test_1389.npy,0,0
crop_arr_test_139.npy,0,0
crop_arr_test_1390.npy,0,0
crop_arr_test_1391.npy,0,0
crop_arr_test_1392.npy,0,0
crop_arr_test_1393.npy,0,0
crop_arr_test_1394.npy,0,1
crop_arr_test_1395.npy,0,0
crop_arr_test_1396.npy,0,0
crop_arr_test_1397.npy,0,0
crop_arr_test_1398.npy,0,0
crop_arr_test_1399.npy,0,0
crop_arr_test_14.npy,0,0
crop_arr_test_140.npy,0,0
crop_arr_test_1400.npy,0,0
crop_arr_test_1401.npy,0,0
crop_arr_test_1402.npy,1,0
crop_arr_test_1403.npy,1,1
crop_arr_test_1404.npy,0,0
crop_arr_test_1405.npy,0,0
crop_arr_test_1406.npy,0,0
crop_arr_test_1407.npy,0,0
crop_arr_test_1408.npy,0,0
crop_arr_test_1409.npy,0,0
crop_arr_test_141.npy,0,0
crop_arr_test_1410.npy,0,0
crop_arr_test_1411.npy,0,0
crop_arr_test_1412.npy,0,0
crop_arr_test_1413.npy,1,1
crop_arr_test_1414.npy,1,1
crop_arr_test_1415.npy,1,0
crop_arr_test_1416.npy,1,0
crop_arr_test_1417.npy,0,0
crop_arr_test_1418.npy,0,0
crop_arr_test_1419.npy,1,0
crop_arr_test_142.npy,0,1
crop_arr_test_1420.npy,0,0
crop_arr_test_1421.npy,0,0
crop_arr_test_1422.npy,0,0
crop_arr_test_1423.npy,0,0
crop_arr_test_1424.npy,0,0
crop_arr_test_1425.npy,0,0
crop_arr_test_1426.npy,0,0
crop_arr_test_1427.npy,1,0
crop_arr_test_1428.npy,0,0
crop_arr_test_1429.npy,0,0
crop_arr_test_143.npy,0,0
crop_arr_test_1430.npy,0,0
crop_arr_test_1431.npy,0,0
crop_arr_test_1432.npy,0,0
crop_arr_test_1433.npy,0,0
crop_arr_test_1434.npy,0,0
crop_arr_test_1435.npy,1,0
crop_arr_test_1436.npy,0,0
crop_arr_test_1437.npy,0,0
crop_arr_test_1438.npy,0,0
crop_arr_test_1439.npy,0,0
crop_arr_test_144.npy,0,0
crop_arr_test_1440.npy,0,0
crop_arr_test_1441.npy,0,0
crop_arr_test_1442.npy,0,0
crop_arr_test_1443.npy,0,0
crop_arr_test_1444.npy,0,0
crop_arr_test_1445.npy,0,0
crop_arr_test_1446.npy,0,0
crop_arr_test_1447.npy,0,0
crop_arr_test_1448.npy,0,0
crop_arr_test_1449.npy,0,0
crop_arr_test_145.npy,0,0
crop_arr_test_1450.npy,0,0
crop_arr_test_1451.npy,0,1
crop_arr_test_1452.npy,0,0
crop_arr_test_1453.npy,0,0
crop_arr_test_1454.npy,1,0
crop_arr_test_1455.npy,0,0
crop_arr_test_1456.npy,0,0
crop_arr_test_1457.npy,0,0
crop_arr_test_1458.npy,0,0
crop_arr_test_1459.npy,1,1
crop_arr_test_146.npy,0,0
crop_arr_test_1460.npy,0,0
crop_arr_test_1461.npy,0,0
crop_arr_test_1462.npy,1,0
crop_arr_test_1463.npy,0,0
crop_arr_test_1464.npy,0,0
crop_arr_test_1465.npy,1,0
crop_arr_test_1466.npy,1,0
crop_arr_test_1467.npy,1,0
crop_arr_test_1468.npy,1,0
crop_arr_test_1469.npy,0,0
crop_arr_test_147.npy,0,0
crop_arr_test_1470.npy,0,0
crop_arr_test_1471.npy,0,0
crop_arr_test_1472.npy,0,0
crop_arr_test_1473.npy,0,0
crop_arr_test_1474.npy,0,0
crop_arr_test_1475.npy,0,0
crop_arr_test_1476.npy,0,0
crop_arr_test_1477.npy,0,0
crop_arr_test_1478.npy,0,0
crop_arr_test_1479.npy,1,0
crop_arr_test_148.npy,0,0
crop_arr_test_1480.npy,0,0
crop_arr_test_1481.npy,0,0
crop_arr_test_1482.npy,0,0
crop_arr_test_1483.npy,0,0
crop_arr_test_1484.npy,0,0
crop_arr_test_1485.npy,0,0
crop_arr_test_1486.npy,0,0
crop_arr_test_1487.npy,0,0
crop_arr_test_1488.npy,0,0
crop_arr_test_1489.npy,0,0
crop_arr_test_149.npy,0,0
crop_arr_test_1490.npy,1,0
crop_arr_test_1491.npy,0,0
crop_arr_test_1492.npy,0,0
crop_arr_test_1493.npy,0,0
crop_arr_test_1494.npy,0,0
crop_arr_test_1495.npy,0,0
crop_arr_test_1496.npy,0,0
crop_arr_test_1497.npy,0,1
crop_arr_test_1498.npy,0,0
crop_arr_test_1499.npy,0,0
crop_arr_test_15.npy,0,0
crop_arr_test_150.npy,0,0
crop_arr_test_1500.npy,0,0
crop_arr_test_1501.npy,0,0
crop_arr_test_1502.npy,0,0
crop_arr_test_1503.npy,0,0
crop_arr_test_1504.npy,0,0
crop_arr_test_1505.npy,0,0
crop_arr_test_1506.npy,0,0
crop_arr_test_1507.npy,0,0
crop_arr_test_1508.npy,0,0
crop_arr_test_1509.npy,0,0
crop_arr_test_151.npy,0,0
crop_arr_test_1510.npy,0,0
crop_arr_test_1511.npy,0,0
crop_arr_test_1512.npy,0,0
crop_arr_test_1513.npy,0,0
crop_arr_test_1514.npy,0,0
crop_arr_test_1515.npy,0,0
crop_arr_test_1516.npy,0,0
crop_arr_test_1517.npy,0,0
crop_arr_test_1518.npy,0,0
crop_arr_test_1519.npy,0,0
crop_arr_test_152.npy,0,0
crop_arr_test_1520.npy,0,0
crop_arr_test_1521.npy,0,0
crop_arr_test_1522.npy,0,0
crop_arr_test_1523.npy,1,0
crop_arr_test_1524.npy,0,0
crop_arr_test_1525.npy,0,0
crop_arr_test_1526.npy,0,0
crop_arr_test_1527.npy,0,0
crop_arr_test_1528.npy,1,1
crop_arr_test_1529.npy,0,0
crop_arr_test_153.npy,0,0
crop_arr_test_1530.npy,0,1
crop_arr_test_1531.npy,0,0
crop_arr_test_1532.npy,0,0
crop_arr_test_1533.npy,1,1
crop_arr_test_1534.npy,0,0
crop_arr_test_1535.npy,0,0
crop_arr_test_1536.npy,0,0
crop_arr_test_1537.npy,0,0
crop_arr_test_1538.npy,0,0
crop_arr_test_1539.npy,1,1
crop_arr_test_154.npy,0,0
crop_arr_test_1540.npy,1,1
crop_arr_test_1541.npy,1,1
crop_arr_test_1542.npy,0,0
crop_arr_test_1543.npy,0,0
crop_arr_test_1544.npy,0,0
crop_arr_test_1545.npy,0,0
crop_arr_test_1546.npy,0,0
crop_arr_test_1547.npy,0,0
crop_arr_test_1548.npy,1,1
crop_arr_test_1549.npy,0,0
crop_arr_test_155.npy,0,0
crop_arr_test_1550.npy,0,0
crop_arr_test_1551.npy,0,1
crop_arr_test_1552.npy,1,1
crop_arr_test_1553.npy,1,0
crop_arr_test_1554.npy,0,0
crop_arr_test_1555.npy,0,0
crop_arr_test_1556.npy,0,0
crop_arr_test_1557.npy,0,0
crop_arr_test_1558.npy,0,0
crop_arr_test_1559.npy,0,0
crop_arr_test_156.npy,0,0
crop_arr_test_1560.npy,0,0
crop_arr_test_1561.npy,0,0
crop_arr_test_1562.npy,0,0
crop_arr_test_1563.npy,0,0
crop_arr_test_1564.npy,0,0
crop_arr_test_1565.npy,0,0
crop_arr_test_1566.npy,0,0
crop_arr_test_1567.npy,0,0
crop_arr_test_1568.npy,0,0
crop_arr_test_1569.npy,0,0
crop_arr_test_157.npy,0,0
crop_arr_test_1570.npy,0,0
crop_arr_test_1571.npy,0,0
crop_arr_test_1572.npy,1,1
crop_arr_test_1573.npy,0,0
crop_arr_test_1574.npy,0,1
crop_arr_test_1575.npy,0,0
crop_arr_test_1576.npy,0,0
crop_arr_test_1577.npy,1,1
crop_arr_test_1578.npy,0,0
crop_arr_test_1579.npy,0,0
crop_arr_test_158.npy,0,0
crop_arr_test_1580.npy,0,0
crop_arr_test_1581.npy,0,0
crop_arr_test_1582.npy,0,0
crop_arr_test_1583.npy,0,0
crop_arr_test_1584.npy,0,0
crop_arr_test_1585.npy,1,1
crop_arr_test_1586.npy,1,1
crop_arr_test_1587.npy,1,0
crop_arr_test_1588.npy,0,0
crop_arr_test_1589.npy,0,0
crop_arr_test_159.npy,0,0
crop_arr_test_1590.npy,0,0
crop_arr_test_1591.npy,0,0
crop_arr_test_1592.npy,0,0
crop_arr_test_1593.npy,0,0
crop_arr_test_1594.npy,0,0
crop_arr_test_1595.npy,1,0
crop_arr_test_1596.npy,0,0
crop_arr_test_1597.npy,0,0
crop_arr_test_1598.npy,0,0
crop_arr_test_1599.npy,0,0
crop_arr_test_16.npy,0,0
crop_arr_test_160.npy,0,0
crop_arr_test_1600.npy,0,0
crop_arr_test_1601.npy,0,0
crop_arr_test_1602.npy,0,0
crop_arr_test_1603.npy,0,0
crop_arr_test_1604.npy,0,0
crop_arr_test_1605.npy,0,0
crop_arr_test_1606.npy,0,0
crop_arr_test_1607.npy,0,0
crop_arr_test_1608.npy,0,0
crop_arr_test_1609.npy,0,0
crop_arr_test_161.npy,1,1
crop_arr_test_1610.npy,1,1
crop_arr_test_1611.npy,0,0
crop_arr_test_1612.npy,0,0
crop_arr_test_1613.npy,0,0
crop_arr_test_1614.npy,0,0
crop_arr_test_1615.npy,0,0
crop_arr_test_1616.npy,0,0
crop_arr_test_1617.npy,0,0
crop_arr_test_1618.npy,0,0
crop_arr_test_1619.npy,0,0
crop_arr_test_162.npy,0,0
crop_arr_test_1620.npy,0,0
crop_arr_test_1621.npy,0,0
crop_arr_test_1622.npy,0,0
crop_arr_test_1623.npy,0,0
crop_arr_test_1624.npy,0,0
crop_arr_test_1625.npy,0,0
crop_arr_test_1626.npy,0,0
crop_arr_test_1627.npy,1,1
crop_arr_test_1628.npy,0,0
crop_arr_test_1629.npy,0,0
crop_arr_test_163.npy,0,0
crop_arr_test_1630.npy,0,0
crop_arr_test_1631.npy,0,0
crop_arr_test_1632.npy,0,0
crop_arr_test_1633.npy,0,1
crop_arr_test_1634.npy,0,1
crop_arr_test_1635.npy,0,0
crop_arr_test_1636.npy,0,0
crop_arr_test_1637.npy,0,0
crop_arr_test_1638.npy,0,1
crop_arr_test_1639.npy,1,0
crop_arr_test_164.npy,0,0
crop_arr_test_1640.npy,0,0
crop_arr_test_1641.npy,0,0
crop_arr_test_1642.npy,0,0
crop_arr_test_1643.npy,0,0
crop_arr_test_1644.npy,0,0
crop_arr_test_1645.npy,0,0
crop_arr_test_1646.npy,0,0
crop_arr_test_1647.npy,0,0
crop_arr_test_1648.npy,0,0
crop_arr_test_1649.npy,0,0
crop_arr_test_165.npy,0,0
crop_arr_test_1650.npy,0,0
crop_arr_test_1651.npy,0,0
crop_arr_test_1652.npy,0,0
crop_arr_test_1653.npy,0,0
crop_arr_test_1654.npy,0,0
crop_arr_test_1655.npy,0,0
crop_arr_test_1656.npy,0,0
crop_arr_test_1657.npy,0,0
crop_arr_test_1658.npy,0,0
crop_arr_test_1659.npy,0,0
crop_arr_test_166.npy,0,0
crop_arr_test_1660.npy,0,0
crop_arr_test_1661.npy,0,0
crop_arr_test_1662.npy,0,0
crop_arr_test_1663.npy,0,0
crop_arr_test_1664.npy,1,0
crop_arr_test_1665.npy,0,0
crop_arr_test_1666.npy,0,0
crop_arr_test_1667.npy,0,0
crop_arr_test_1668.npy,0,0
crop_arr_test_1669.npy,0,0
crop_arr_test_167.npy,0,0
crop_arr_test_1670.npy,0,0
crop_arr_test_1671.npy,0,0
crop_arr_test_1672.npy,0,0
crop_arr_test_1673.npy,0,0
crop_arr_test_1674.npy,0,0
crop_arr_test_1675.npy,0,0
crop_arr_test_1676.npy,0,0
crop_arr_test_1677.npy,0,0
crop_arr_test_1678.npy,0,0
crop_arr_test_1679.npy,1,0
crop_arr_test_168.npy,0,0
crop_arr_test_1680.npy,1,0
crop_arr_test_1681.npy,0,0
crop_arr_test_1682.npy,0,0
crop_arr_test_1683.npy,0,0
crop_arr_test_1684.npy,0,0
crop_arr_test_1685.npy,0,0
crop_arr_test_1686.npy,0,0
crop_arr_test_1687.npy,0,0
crop_arr_test_1688.npy,0,0
crop_arr_test_1689.npy,0,0
crop_arr_test_169.npy,0,0
crop_arr_test_1690.npy,0,0
crop_arr_test_1691.npy,1,0
crop_arr_test_1692.npy,0,0
crop_arr_test_1693.npy,0,0
crop_arr_test_1694.npy,0,0
crop_arr_test_1695.npy,0,0
crop_arr_test_1696.npy,0,0
crop_arr_test_1697.npy,0,0
crop_arr_test_1698.npy,0,0
crop_arr_test_1699.npy,0,0
crop_arr_test_17.npy,0,0
